Date,Country,Lat,Long,Confirmed,Deaths,GDP_Nominal_per_capta,Province/State,day,pop,urbanpop,density,medianage,smokers,tests,testpop,health_exp_pc,hospibed,quarantine,schools,restrictions,temperature,humidity,confirmed,deaths,recovered,Numero_Dias_Infectados
2020-02-04,Australia,-34.9285,138.6007,2,0,52952.0,South Australia,13,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,22,52,2,0,0,140
2020-02-05,Australia,-34.9285,138.6007,2,0,52952.0,South Australia,14,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,25,59,2,0,0,141
2020-02-06,Australia,-34.9285,138.6007,2,0,52952.0,South Australia,15,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,28,56,2,0,0,142
2020-02-07,Australia,-34.9285,138.6007,2,0,52952.0,South Australia,16,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,28,59,2,0,0,143
2020-02-08,Australia,-34.9285,138.6007,2,0,52952.0,South Australia,17,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,29,55,2,0,0,144
2020-02-09,Australia,-34.9285,138.6007,2,0,52952.0,South Australia,18,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,29,52,2,0,0,145
2020-02-10,Australia,-34.9285,138.6007,2,0,52952.0,South Australia,19,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,27,58,2,0,0,146
2020-02-11,Australia,-34.9285,138.6007,2,0,52952.0,South Australia,20,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,25,68,2,0,0,147
2020-02-12,Australia,-34.9285,138.6007,2,0,52952.0,South Australia,21,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,24,76,2,0,0,148
2020-02-13,Australia,-34.9285,138.6007,2,0,52952.0,South Australia,22,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,27,73,2,0,0,149
2020-02-14,Australia,-34.9285,138.6007,2,0,52952.0,South Australia,23,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,23,78,2,0,0,150
2020-02-15,Australia,-34.9285,138.6007,2,0,52952.0,South Australia,24,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,22,73,2,0,0,151
2020-02-16,Australia,-34.9285,138.6007,2,0,52952.0,South Australia,25,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,24,69,2,0,0,152
2020-02-17,Australia,-34.9285,138.6007,2,0,52952.0,South Australia,26,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,27,51,2,0,2,153
2020-02-18,Australia,-34.9285,138.6007,2,0,52952.0,South Australia,27,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,20,70,2,0,2,154
2020-02-19,Australia,-34.9285,138.6007,2,0,52952.0,South Australia,28,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,19,64,2,0,2,155
2020-02-20,Australia,-34.9285,138.6007,2,0,52952.0,South Australia,29,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,20,68,2,0,2,156
2020-02-21,Australia,-34.9285,138.6007,2,0,52952.0,South Australia,30,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,21,65,2,0,2,157
2020-02-22,Australia,-34.9285,138.6007,2,0,52952.0,South Australia,31,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,24,55,2,0,2,158
2020-02-23,Australia,-34.9285,138.6007,2,0,52952.0,South Australia,32,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,28,39,2,0,2,159
2020-02-24,Australia,-34.9285,138.6007,2,0,52952.0,South Australia,33,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,28,43,2,0,2,160
2020-02-25,Australia,-34.9285,138.6007,2,0,52952.0,South Australia,34,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,25,55,2,0,2,161
2020-02-26,Australia,-34.9285,138.6007,2,0,52952.0,South Australia,35,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,20,67,2,0,2,162
2020-02-27,Australia,-34.9285,138.6007,2,0,52952.0,South Australia,36,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,18,65,2,0,2,163
2020-02-28,Australia,-34.9285,138.6007,2,0,52952.0,South Australia,37,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,21,70,2,0,2,164
2020-02-29,Australia,-34.9285,138.6007,3,0,52952.0,South Australia,38,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,24,64,3,0,2,165
2020-03-01,Australia,-34.9285,138.6007,3,0,52952.0,South Australia,39,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,26,60,3,0,2,166
2020-03-02,Australia,-34.9285,138.6007,3,0,52952.0,South Australia,40,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,19,67,3,0,2,167
2020-03-03,Australia,-34.9285,138.6007,3,0,52952.0,South Australia,41,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,20,63,3,0,2,168
2020-03-04,Australia,-34.9285,138.6007,5,0,52952.0,South Australia,42,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,24,67,5,0,2,169
2020-03-05,Australia,-34.9285,138.6007,5,0,52952.0,South Australia,43,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,19,77,5,0,2,170
2020-03-06,Australia,-34.9285,138.6007,7,0,52952.0,South Australia,44,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,21,74,7,0,2,171
2020-03-07,Australia,-34.9285,138.6007,7,0,52952.0,South Australia,45,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,22,68,7,0,2,172
2020-03-08,Australia,-34.9285,138.6007,7,0,52952.0,South Australia,46,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,23,63,7,0,2,173
2020-03-09,Australia,-34.9285,138.6007,7,0,52952.0,South Australia,47,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,22,56,7,0,2,174
2020-03-10,Australia,-34.9285,138.6007,7,0,52952.0,South Australia,48,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,26,50,7,0,2,175
2020-03-11,Australia,-34.9285,138.6007,9,0,52952.0,South Australia,49,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,30,46,9,0,2,176
2020-03-12,Australia,-34.9285,138.6007,9,0,52952.0,South Australia,50,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,29,38,9,0,2,177
2020-03-13,Australia,-34.9285,138.6007,16,0,52952.0,South Australia,51,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,20,68,16,0,3,178
2020-03-14,Australia,-34.9285,138.6007,19,0,52952.0,South Australia,52,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,18,59,19,0,3,179
2020-03-15,Australia,-34.9285,138.6007,20,0,52952.0,South Australia,53,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,22,60,20,0,3,180
2020-03-16,Australia,-34.9285,138.6007,29,0,52952.0,South Australia,54,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,28,46,29,0,3,181
2020-03-17,Australia,-34.9285,138.6007,29,0,52952.0,South Australia,55,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,28,32,29,0,3,182
2020-03-18,Australia,-34.9285,138.6007,37,0,52952.0,South Australia,56,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,29,31,37,0,3,183
2020-03-19,Australia,-34.9285,138.6007,42,0,52952.0,South Australia,57,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,1,28,46,42,0,3,184
2020-03-20,Australia,-34.9285,138.6007,50,0,52952.0,South Australia,58,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,1,21,73,50,0,3,185
2020-03-21,Australia,-34.9285,138.6007,67,0,52952.0,South Australia,59,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,1,20,71,67,0,3,186
2020-03-22,Australia,-34.9285,138.6007,100,0,52952.0,South Australia,60,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,1,20,70,100,0,3,187
2020-01-22,Australia,-41.4545,145.9707,0,0,52952.0,Tasmania,0,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,17,86,0,0,0,0
2020-01-23,Australia,-41.4545,145.9707,0,0,52952.0,Tasmania,1,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,14,86,0,0,0,0
2020-01-24,Australia,-41.4545,145.9707,0,0,52952.0,Tasmania,2,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,18,76,0,0,0,0
2020-01-25,Australia,-41.4545,145.9707,0,0,52952.0,Tasmania,3,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,17,88,0,0,0,0
2020-01-26,Australia,-41.4545,145.9707,0,0,52952.0,Tasmania,4,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,20,76,0,0,0,0
2020-01-27,Australia,-41.4545,145.9707,0,0,52952.0,Tasmania,5,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,18,74,0,0,0,0
2020-01-28,Australia,-41.4545,145.9707,0,0,52952.0,Tasmania,6,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,19,80,0,0,0,0
2020-01-29,Australia,-41.4545,145.9707,0,0,52952.0,Tasmania,7,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,21,79,0,0,0,0
2020-01-30,Australia,-41.4545,145.9707,0,0,52952.0,Tasmania,8,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,23,69,0,0,0,0
2020-01-31,Australia,-41.4545,145.9707,0,0,52952.0,Tasmania,9,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,24,67,0,0,0,0
2020-02-01,Australia,-41.4545,145.9707,0,0,52952.0,Tasmania,10,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,22,80,0,0,0,0
2020-02-02,Australia,-41.4545,145.9707,0,0,52952.0,Tasmania,11,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,17,69,0,0,0,0
2020-02-03,Australia,-41.4545,145.9707,0,0,52952.0,Tasmania,12,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,15,61,0,0,0,0
2020-02-04,Australia,-41.4545,145.9707,0,0,52952.0,Tasmania,13,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,19,64,0,0,0,0
2020-02-05,Australia,-41.4545,145.9707,0,0,52952.0,Tasmania,14,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,18,69,0,0,0,0
2020-02-06,Australia,-41.4545,145.9707,0,0,52952.0,Tasmania,15,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,17,79,0,0,0,0
2020-02-07,Australia,-41.4545,145.9707,0,0,52952.0,Tasmania,16,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,21,80,0,0,0,0
2020-02-08,Australia,-41.4545,145.9707,0,0,52952.0,Tasmania,17,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,19,76,0,0,0,0
2020-02-09,Australia,-41.4545,145.9707,0,0,52952.0,Tasmania,18,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,18,73,0,0,0,0
2020-02-10,Australia,-41.4545,145.9707,0,0,52952.0,Tasmania,19,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,18,79,0,0,0,0
2020-02-11,Australia,-41.4545,145.9707,0,0,52952.0,Tasmania,20,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,20,88,0,0,0,0
2020-02-12,Australia,-41.4545,145.9707,0,0,52952.0,Tasmania,21,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,21,86,0,0,0,0
2020-02-13,Australia,-41.4545,145.9707,0,0,52952.0,Tasmania,22,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,19,79,0,0,0,0
2020-02-14,Australia,-41.4545,145.9707,0,0,52952.0,Tasmania,23,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,21,86,0,0,0,0
2020-02-15,Australia,-41.4545,145.9707,0,0,52952.0,Tasmania,24,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,21,91,0,0,0,0
2020-02-16,Australia,-41.4545,145.9707,0,0,52952.0,Tasmania,25,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,17,70,0,0,0,0
2020-02-17,Australia,-41.4545,145.9707,0,0,52952.0,Tasmania,26,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,16,72,0,0,0,0
2020-02-18,Australia,-41.4545,145.9707,0,0,52952.0,Tasmania,27,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,17,77,0,0,0,0
2020-02-19,Australia,-41.4545,145.9707,0,0,52952.0,Tasmania,28,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,19,75,0,0,0,0
2020-02-20,Australia,-41.4545,145.9707,0,0,52952.0,Tasmania,29,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,20,66,0,0,0,0
2020-02-21,Australia,-41.4545,145.9707,0,0,52952.0,Tasmania,30,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,17,62,0,0,0,0
2020-02-22,Australia,-41.4545,145.9707,0,0,52952.0,Tasmania,31,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,16,71,0,0,0,0
2020-02-23,Australia,-41.4545,145.9707,0,0,52952.0,Tasmania,32,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,19,80,0,0,0,0
2020-02-24,Australia,-41.4545,145.9707,0,0,52952.0,Tasmania,33,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,19,76,0,0,0,0
2020-02-25,Australia,-41.4545,145.9707,0,0,52952.0,Tasmania,34,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,20,78,0,0,0,0
2020-02-26,Australia,-41.4545,145.9707,0,0,52952.0,Tasmania,35,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,15,66,0,0,0,0
2020-02-27,Australia,-41.4545,145.9707,0,0,52952.0,Tasmania,36,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,16,72,0,0,0,0
2020-02-28,Australia,-41.4545,145.9707,0,0,52952.0,Tasmania,37,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,18,65,0,0,0,0
2020-02-29,Australia,-41.4545,145.9707,0,0,52952.0,Tasmania,38,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,19,78,0,0,0,0
2020-03-01,Australia,-41.4545,145.9707,0,0,52952.0,Tasmania,39,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,18,86,0,0,0,0
2020-03-02,Australia,-41.4545,145.9707,1,0,52952.0,Tasmania,40,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,15,68,1,0,0,188
2020-03-03,Australia,-41.4545,145.9707,1,0,52952.0,Tasmania,41,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,17,69,1,0,0,189
2020-03-04,Australia,-41.4545,145.9707,1,0,52952.0,Tasmania,42,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,17,80,1,0,0,190
2020-03-05,Australia,-41.4545,145.9707,1,0,52952.0,Tasmania,43,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,17,91,1,0,0,191
2020-03-06,Australia,-41.4545,145.9707,1,0,52952.0,Tasmania,44,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,20,70,1,0,0,192
2020-03-07,Australia,-41.4545,145.9707,1,0,52952.0,Tasmania,45,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,17,67,1,0,0,193
2020-03-08,Australia,-41.4545,145.9707,2,0,52952.0,Tasmania,46,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,16,69,2,0,0,194
2020-03-09,Australia,-41.4545,145.9707,2,0,52952.0,Tasmania,47,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,16,77,2,0,0,195
2020-03-10,Australia,-41.4545,145.9707,2,0,52952.0,Tasmania,48,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,16,76,2,0,0,196
2020-03-11,Australia,-41.4545,145.9707,3,0,52952.0,Tasmania,49,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,17,80,3,0,0,197
2020-03-12,Australia,-41.4545,145.9707,3,0,52952.0,Tasmania,50,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,19,84,3,0,0,198
2020-03-13,Australia,-41.4545,145.9707,5,0,52952.0,Tasmania,51,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,17,83,5,0,0,199
2020-03-14,Australia,-41.4545,145.9707,5,0,52952.0,Tasmania,52,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,15,65,5,0,0,200
2020-03-15,Australia,-41.4545,145.9707,6,0,52952.0,Tasmania,53,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,18,71,6,0,0,201
2020-03-16,Australia,-41.4545,145.9707,7,0,52952.0,Tasmania,54,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,16,81,7,0,0,202
2020-03-17,Australia,-41.4545,145.9707,7,0,52952.0,Tasmania,55,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,18,83,7,0,0,203
2020-03-18,Australia,-41.4545,145.9707,10,0,52952.0,Tasmania,56,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,18,88,10,0,0,204
2020-03-19,Australia,-41.4545,145.9707,10,0,52952.0,Tasmania,57,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,1,18,80,10,0,3,205
2020-03-20,Australia,-41.4545,145.9707,10,0,52952.0,Tasmania,58,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,1,17,79,10,0,3,206
2020-03-21,Australia,-41.4545,145.9707,16,0,52952.0,Tasmania,59,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,1,16,75,16,0,3,207
2020-03-22,Australia,-41.4545,145.9707,22,0,52952.0,Tasmania,60,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,1,17,68,22,0,3,208
2020-01-22,Australia,-37.8136,144.9631,0,0,52952.0,Victoria,0,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,32,46,0,0,0,0
2020-01-23,Australia,-37.8136,144.9631,0,0,52952.0,Victoria,1,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,22,62,0,0,0,0
2020-01-24,Australia,-37.8136,144.9631,0,0,52952.0,Victoria,2,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,23,46,0,0,0,0
2020-01-25,Australia,-37.8136,144.9631,0,0,52952.0,Victoria,3,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,29,50,0,0,0,0
2020-01-26,Australia,-37.8136,144.9631,1,0,52952.0,Victoria,4,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,26,63,1,0,0,209
2020-01-27,Australia,-37.8136,144.9631,1,0,52952.0,Victoria,5,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,24,60,1,0,0,210
2020-01-28,Australia,-37.8136,144.9631,1,0,52952.0,Victoria,6,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,27,56,1,0,0,211
2020-01-29,Australia,-37.8136,144.9631,1,0,52952.0,Victoria,7,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,30,48,1,0,0,212
2020-01-30,Australia,-37.8136,144.9631,2,0,52952.0,Victoria,8,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,39,25,2,0,0,213
2020-01-31,Australia,-37.8136,144.9631,3,0,52952.0,Victoria,9,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,42,28,3,0,0,214
2020-02-01,Australia,-37.8136,144.9631,4,0,52952.0,Victoria,10,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,26,78,4,0,0,215
2020-02-02,Australia,-37.8136,144.9631,4,0,52952.0,Victoria,11,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,24,57,4,0,0,216
2020-02-03,Australia,-37.8136,144.9631,4,0,52952.0,Victoria,12,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,17,52,4,0,0,217
2020-02-04,Australia,-37.8136,144.9631,4,0,52952.0,Victoria,13,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,20,50,4,0,0,218
2020-02-05,Australia,-37.8136,144.9631,4,0,52952.0,Victoria,14,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,21,59,4,0,0,219
2020-02-06,Australia,-37.8136,144.9631,4,0,52952.0,Victoria,15,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,27,65,4,0,0,220
2020-02-07,Australia,-37.8136,144.9631,4,0,52952.0,Victoria,16,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,27,69,4,0,0,221
2020-02-08,Australia,-37.8136,144.9631,4,0,52952.0,Victoria,17,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,30,60,4,0,0,222
2020-02-09,Australia,-37.8136,144.9631,4,0,52952.0,Victoria,18,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,29,56,4,0,0,223
2020-02-10,Australia,-37.8136,144.9631,4,0,52952.0,Victoria,19,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,22,74,4,0,0,224
2020-02-11,Australia,-37.8136,144.9631,4,0,52952.0,Victoria,20,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,27,77,4,0,0,225
2020-02-12,Australia,-37.8136,144.9631,4,0,52952.0,Victoria,21,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,28,72,4,0,0,226
2020-02-13,Australia,-37.8136,144.9631,4,0,52952.0,Victoria,22,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,31,63,4,0,4,227
2020-02-14,Australia,-37.8136,144.9631,4,0,52952.0,Victoria,23,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,34,64,4,0,4,228
2020-02-15,Australia,-37.8136,144.9631,4,0,52952.0,Victoria,24,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,22,82,4,0,4,229
2020-02-16,Australia,-37.8136,144.9631,4,0,52952.0,Victoria,25,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,26,67,4,0,4,230
2020-02-17,Australia,-37.8136,144.9631,4,0,52952.0,Victoria,26,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,29,61,4,0,4,231
2020-02-18,Australia,-37.8136,144.9631,4,0,52952.0,Victoria,27,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,23,73,4,0,4,232
2020-02-19,Australia,-37.8136,144.9631,4,0,52952.0,Victoria,28,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,18,68,4,0,4,233
2020-02-20,Australia,-37.8136,144.9631,4,0,52952.0,Victoria,29,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,18,64,4,0,4,234
2020-02-21,Australia,-37.8136,144.9631,4,0,52952.0,Victoria,30,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,19,60,4,0,4,235
2020-02-22,Australia,-37.8136,144.9631,4,0,52952.0,Victoria,31,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,23,60,4,0,4,236
2020-02-23,Australia,-37.8136,144.9631,4,0,52952.0,Victoria,32,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,31,59,4,0,4,237
2020-02-24,Australia,-37.8136,144.9631,4,0,52952.0,Victoria,33,25499884,21929900,3,38,3799482.716,31635,806.0655602999999,4934.0,3.8,-999,-999,0,25,72,4,0,4,238
